Date,Plot_id,Quadrant,Species,Cover,Notes
21/06/2021,1111,1,Prunus virginiana,25,
21/06/2021,1111,1,Symphoricarpos oreophilus,27,
21/06/2021,1111,1,Lathyrus pauciflorus,4,overhang-3
21/06/2021,1111,1,Chrysothamnus viscidiflorus,23,
21/06/2021,1111,1,Maianthemum stellatum,14,
21/06/2021,1111,1,Achillea millefolium,3,
21/06/2021,1111,1,Isatis tinctoria,0,overhang-3
21/06/2021,1111,1,Erigeron speciosus,4,
21/06/2021,1111,1,Collomia linearis,4,
21/06/2021,1111,1,Nemophila breviflora,5,
21/06/2021,1111,1,Tragopogon dubius,2,
21/06/2021,1111,1,Bromus carinatus,1,
21/06/2021,1111,1,Pseudostellaria jamesiana,0,
21/06/2021,1111,1,Lithophragma parviflora,3,
21/06/2021,1111,1,Poa pratensis,0,
21/06/2021,1111,1,Hackelia floribunda,4,
21/06/2021,1111,1,Bromus briziformis,0.5,
21/06/2021,1111,1,soil,3,
21/06/2021,1111,1,rock,1,
21/06/2021,1111,1,organic matter,6,
21/06/2021,1111,1,Berberis repens,0,
21/06/2021,1111,1,Eriogonum heracleoides,0,
21/06/2021,1111,1,Agastache urticifolia,0,
21/06/2021,1111,1,Galium aparine,0,
21/06/2021,1111,1,Carex sp.,1,
21/06/2021,1111,1,Lactuca serriola,0,
21/06/2021,1111,2,Prunus virginiana,0,overhang-35
21/06/2021,1111,2,Symphoricarpos oreophilus,21,
21/06/2021,1111,2,Lathyrus pauciflorus,10,
21/06/2021,1111,2,Chrysothamnus viscidiflorus,0,overhang-2
21/06/2021,1111,2,Maianthemum stellatum,3,
21/06/2021,1111,2,Achillea millefolium,11,
21/06/2021,1111,2,Isatis tinctoria,0,overhang-2
21/06/2021,1111,2,Erigeron speciosus,3,
21/06/2021,1111,2,Collomia linearis,6,
21/06/2021,1111,2,Nemophila breviflora,3,
21/06/2021,1111,2,Tragopogon dubius,1,
21/06/2021,1111,2,Bromus carinatus,6,
21/06/2021,1111,2,Pseudostellaria jamesiana,3,
21/06/2021,1111,2,Lithophragma parviflora,2,
21/06/2021,1111,2,Poa pratensis,0,
21/06/2021,1111,2,Hackelia floribunda,0,
21/06/2021,1111,2,Bromus briziformis,0,
21/06/2021,1111,2,soil,10,
21/06/2021,1111,2,rock,4,
21/06/2021,1111,2,organic matter,13,
21/06/2021,1111,2,Berberis repens,10,
21/06/2021,1111,2,Eriogonum heracleoides,1,
21/06/2021,1111,2,Agastache urticifolia,0,
21/06/2021,1111,2,Galium aparine,1,
21/06/2021,1111,2,Carex sp.,0,
21/06/2021,1111,2,Lactuca serriola,0,
21/06/2021,1111,3,Prunus virginiana,40,
21/06/2021,1111,3,Symphoricarpos oreophilus,19,
21/06/2021,1111,3,Lathyrus pauciflorus,0,overhang-10
21/06/2021,1111,3,Chrysothamnus viscidiflorus,0,overhang-8
21/06/2021,1111,3,Maianthemum stellatum,0,
21/06/2021,1111,3,Achillea millefolium,13,
21/06/2021,1111,3,Isatis tinctoria,0,
21/06/2021,1111,3,Erigeron speciosus,9,
21/06/2021,1111,3,Collomia linearis,3,
21/06/2021,1111,3,Nemophila breviflora,2,
21/06/2021,1111,3,Tragopogon dubius,0,
21/06/2021,1111,3,Bromus carinatus,5,
21/06/2021,1111,3,Pseudostellaria jamesiana,1,
21/06/2021,1111,3,Lithophragma parviflora,2,
21/06/2021,1111,3,Poa pratensis,0,
21/06/2021,1111,3,Hackelia floribunda,0,
21/06/2021,1111,3,Bromus briziformis,0,
21/06/2021,1111,3,soil,20,
21/06/2021,1111,3,rock,0,
21/06/2021,1111,3,organic matter,25,
21/06/2021,1111,3,Berberis repens,0,
21/06/2021,1111,3,Eriogonum heracleoides,0,
21/06/2021,1111,3,Agastache urticifolia,0,
21/06/2021,1111,3,Galium aparine,8,
21/06/2021,1111,3,Carex sp.,0,
21/06/2021,1111,3,Lactuca serriola,1,
21/06/2021,1111,4,Prunus virginiana,13,
21/06/2021,1111,4,Symphoricarpos oreophilus,6,overhang-10
21/06/2021,1111,4,Lathyrus pauciflorus,15,overhang-45
21/06/2021,1111,4,Chrysothamnus viscidiflorus,4,overhang-10
21/06/2021,1111,4,Maianthemum stellatum,0,
21/06/2021,1111,4,Achillea millefolium,1,
21/06/2021,1111,4,Isatis tinctoria,0,
21/06/2021,1111,4,Erigeron speciosus,3,
21/06/2021,1111,4,Collomia linearis,3,
21/06/2021,1111,4,Nemophila breviflora,1,
21/06/2021,1111,4,Tragopogon dubius,0,
21/06/2021,1111,4,Bromus carinatus,6,
21/06/2021,1111,4,Pseudostellaria jamesiana,2,
21/06/2021,1111,4,Lithophragma parviflora,2,
21/06/2021,1111,4,Poa pratensis,1,
21/06/2021,1111,4,Hackelia floribunda,4,
21/06/2021,1111,4,Bromus briziformis,0,
21/06/2021,1111,4,soil,70,
21/06/2021,1111,4,rock,10,
21/06/2021,1111,4,organic matter,0,
21/06/2021,1111,4,Berberis repens,0,
21/06/2021,1111,4,Eriogonum heracleoides,0,
21/06/2021,1111,4,Agastache urticifolia,12,
21/06/2021,1111,4,Galium aparine,0,overhang-10
21/06/2021,1111,4,Carex sp.,1,
21/06/2021,1111,4,Lactuca serriola,0,
21/06/2021,1133,COMBINED,Symphoricarpos oreophilus,87,
21/06/2021,1133,COMBINED,Geranium viscosissimum,18,
21/06/2021,1133,COMBINED,Lithospermum ruderale,3,
21/06/2021,1133,COMBINED,Tragopogon dubius,11,
21/06/2021,1133,COMBINED,Bromus tectorum,5,
21/06/2021,1133,COMBINED,Bromus japonicus,5,
21/06/2021,1133,COMBINED,Achillea millefolium,3,
21/06/2021,1133,COMBINED,Galium aparine,1,
21/06/2021,1133,COMBINED,Erigeron speciosus,7,
21/06/2021,1133,COMBINED,Hydrophyllum capitatum,0.5,
21/06/2021,1133,COMBINED,rock,2,
21/06/2021,1122,1,Crepis acuminata,11,
21/06/2021,1122,1,Elymus trachycaulus,11,
21/06/2021,1122,1,Tragopogon dubius,0,
21/06/2021,1122,1,Poa bulbosa,32,
21/06/2021,1122,1,Balsamorhiza sagittata,0,
21/06/2021,1122,1,moss,5,
21/06/2021,1122,1,rock,7,
21/06/2021,1122,1,soil,12,
21/06/2021,1122,1,organic matter,15,
21/06/2021,1122,1,Lomatium ambiguum,0.5,
21/06/2021,1122,2,Crepis acuminata,7,
21/06/2021,1122,2,Elymus trachycaulus,8,
21/06/2021,1122,2,Tragopogon dubius,0,
21/06/2021,1122,2,Poa bulbosa,31,
21/06/2021,1122,2,Balsamorhiza sagittata,3,
21/06/2021,1122,2,moss,2,
21/06/2021,1122,2,rock,17,
21/06/2021,1122,2,soil,9,
21/06/2021,1122,2,organic matter,23,
21/06/2021,1122,2,Lomatium ambiguum,0.5,
21/06/2021,1122,3,Crepis acuminata,9,
21/06/2021,1122,3,Elymus trachycaulus,12,
21/06/2021,1122,3,Tragopogon dubius,3,
21/06/2021,1122,3,Poa bulbosa,41,
21/06/2021,1122,3,Balsamorhiza sagittata,0,
21/06/2021,1122,3,moss,5,
21/06/2021,1122,3,rock,13,
21/06/2021,1122,3,soil,5,
21/06/2021,1122,3,organic matter,12,
21/06/2021,1122,3,Lomatium ambiguum,1,
21/06/2021,1122,4,Crepis acuminata,8,
21/06/2021,1122,4,Elymus trachycaulus,0,overhang-1
21/06/2021,1122,4,Tragopogon dubius,0,
21/06/2021,1122,4,Poa bulbosa,57,
21/06/2021,1122,4,Balsamorhiza sagittata,0,
21/06/2021,1122,4,moss,15,
21/06/2021,1122,4,rock,12,
21/06/2021,1122,4,soil,3,
21/06/2021,1122,4,organic matter,5,
21/06/2021,1122,4,Lomatium ambiguum,3,
21/06/2021,1211,1,Pseudoroegneria spicata,28,
21/06/2021,1211,1,Poa bulbosa,11,
21/06/2021,1211,1,Agoseris parviflora,0,overhang-3
21/06/2021,1211,1,Bromus briziformis,2,
21/06/2021,1211,1,Bromus tectorum,2,
21/06/2021,1211,1,Erodium cicutarium,4,
21/06/2021,1211,1,rock,19,
21/06/2021,1211,1,soil,34,
21/06/2021,1211,1,poo,0,moose/elk
21/06/2021,1211,1,organic matter,2,
21/06/2021,1211,1,Purshia tridentata,0,overhang-1
21/06/2021,1211,1,Tragopogon dubius,0,
21/06/2021,1211,1,Lithospermum ruderale,0.5,
21/06/2021,1211,1,Alyssum desertorum,0.5,
21/06/2021,1211,1,poo,0,deer
21/06/2021,1211,2,Pseudoroegneria spicata,24,
21/06/2021,1211,2,Poa bulbosa,10,
21/06/2021,1211,2,Agoseris parviflora,0,
21/06/2021,1211,2,Bromus briziformis,2,
21/06/2021,1211,2,Bromus tectorum,1,
21/06/2021,1211,2,Erodium cicutarium,7,
21/06/2021,1211,2,rock,16,
21/06/2021,1211,2,soil,49,
21/06/2021,1211,2,poo,2,moose/elk
21/06/2021,1211,2,organic matter,2,
21/06/2021,1211,2,Purshia tridentata,0,
21/06/2021,1211,2,Tragopogon dubius,0,
21/06/2021,1211,2,Lithospermum ruderale,0,
21/06/2021,1211,2,Alyssum desertorum,0.5,
21/06/2021,1211,2,poo,0,deer
21/06/2021,1211,3,Pseudoroegneria spicata,17,
21/06/2021,1211,3,Poa bulbosa,17,
21/06/2021,1211,3,Agoseris parviflora,0,
21/06/2021,1211,3,Bromus briziformis,5,
21/06/2021,1211,3,Bromus tectorum,5,
21/06/2021,1211,3,Erodium cicutarium,3,
21/06/2021,1211,3,rock,24,
21/06/2021,1211,3,soil,16,
21/06/2021,1211,3,poo,0,moose/elk
21/06/2021,1211,3,organic matter,13,
21/06/2021,1211,3,Purshia tridentata,0,overhang-6
21/06/2021,1211,3,Tragopogon dubius,0,
21/06/2021,1211,3,Lithospermum ruderale,0,
21/06/2021,1211,3,Alyssum desertorum,0.5,
21/06/2021,1211,3,poo,3,deer
21/06/2021,1211,4,Pseudoroegneria spicata,30,
21/06/2021,1211,4,Poa bulbosa,16,
21/06/2021,1211,4,Agoseris parviflora,0,
21/06/2021,1211,4,Bromus briziformis,2,
21/06/2021,1211,4,Bromus tectorum,0.5,
21/06/2021,1211,4,Erodium cicutarium,8,
21/06/2021,1211,4,rock,24,
21/06/2021,1211,4,soil,15,
21/06/2021,1211,4,poo,2,moose/elk
21/06/2021,1211,4,organic matter,4,
21/06/2021,1211,4,Purshia tridentata,0,
21/06/2021,1211,4,Tragopogon dubius,2,overhang-3
21/06/2021,1211,4,Lithospermum ruderale,2,overhang-6
21/06/2021,1211,4,Alyssum desertorum,0.5,
21/06/2021,1211,4,poo,5,deer
21/06/2021,1222,1,Poa bulbosa,13,
21/06/2021,1222,1,Bromus japonicus,0,
21/06/2021,1222,1,Tragopogon dubius,2,
21/06/2021,1222,1,Lomatium dissectum,4,
21/06/2021,1222,1,Penstemon humilis,0,misIDed as P. compactus
21/06/2021,1222,1,Crepis acuminata,0,
21/06/2021,1222,1,Lactuca serriola,0.5,
21/06/2021,1222,1,rock,41,
21/06/2021,1222,1,soil,42,
21/06/2021,1222,1,organic matter,6,
21/06/2021,1222,1,moss,0,on rock
21/06/2021,1222,1,lichen,0.5,black scrub w white spots
21/06/2021,1222,2,Poa bulbosa,10,
21/06/2021,1222,2,Bromus japonicus,0,
21/06/2021,1222,2,Tragopogon dubius,6,
21/06/2021,1222,2,Lomatium dissectum,1,overhang-6
21/06/2021,1222,2,Penstemon humilis,2,misIDed as P. compactus
21/06/2021,1222,2,Crepis acuminata,0,
21/06/2021,1222,2,Lactuca serriola,0,
21/06/2021,1222,2,rock,37,
21/06/2021,1222,2,soil,41,
21/06/2021,1222,2,organic matter,5,
21/06/2021,1222,2,moss,0,on rock
21/06/2021,1222,2,lichen,0,black scrub w white spots
21/06/2021,1222,3,Poa bulbosa,15,
21/06/2021,1222,3,Bromus japonicus,0.5,
21/06/2021,1222,3,Tragopogon dubius,5,
21/06/2021,1222,3,Lomatium dissectum,7,
21/06/2021,1222,3,Penstemon humilis,0,misIDed as P. compactus
21/06/2021,1222,3,Crepis acuminata,0,
21/06/2021,1222,3,Lactuca serriola,0,
21/06/2021,1222,3,rock,40,
21/06/2021,1222,3,soil,22,
21/06/2021,1222,3,organic matter,10,
21/06/2021,1222,3,moss,2,on rock
21/06/2021,1222,3,lichen,4,black scrub w white spots
21/06/2021,1222,4,Poa bulbosa,15,
21/06/2021,1222,4,Bromus japonicus,0,
21/06/2021,1222,4,Tragopogon dubius,0.5,
21/06/2021,1222,4,Lomatium dissectum,2,
21/06/2021,1222,4,Penstemon humilis,0,misIDed as P. compactus
21/06/2021,1222,4,Crepis acuminata,6,
21/06/2021,1222,4,Lactuca serriola,0,
21/06/2021,1222,4,rock,21,
21/06/2021,1222,4,soil,55,
21/06/2021,1222,4,organic matter,4,
21/06/2021,1222,4,moss,0,on rock
21/06/2021,1222,4,lichen,2,black scrub w white spots
21/06/2021,1233,1,Lomatium dissectum,0,
21/06/2021,1233,1,Bromus briziformis,1,
21/06/2021,1233,1,Oenothera caespitosa,0,overhang-1
21/06/2021,1233,1,Tragopogon dubius,1,
21/06/2021,1233,1,Lactuca serriola,1,
21/06/2021,1233,1,Bromus tectorum,0.5,
21/06/2021,1233,1,Bromus japonicus,0,
21/06/2021,1233,1,rock,46,
21/06/2021,1233,1,soil,42,
21/06/2021,1233,1,organic matter,10,
21/06/2021,1233,1,Alyssum desertorum,0,
21/06/2021,1233,2,Lomatium dissectum,0,overhang-5
21/06/2021,1233,2,Bromus briziformis,0,
21/06/2021,1233,2,Oenothera caespitosa,0,
21/06/2021,1233,2,Tragopogon dubius,3,
21/06/2021,1233,2,Lactuca serriola,0,
21/06/2021,1233,2,Bromus tectorum,1,
21/06/2021,1233,2,Bromus japonicus,0,
21/06/2021,1233,2,rock,36,
21/06/2021,1233,2,soil,55,
21/06/2021,1233,2,organic matter,6,
21/06/2021,1233,2,Alyssum desertorum,0,
21/06/2021,1233,3,Lomatium dissectum,13,
21/06/2021,1233,3,Bromus briziformis,0,
21/06/2021,1233,3,Oenothera caespitosa,7,
21/06/2021,1233,3,Tragopogon dubius,1,
21/06/2021,1233,3,Lactuca serriola,0,
21/06/2021,1233,3,Bromus tectorum,0,
21/06/2021,1233,3,Bromus japonicus,0,
21/06/2021,1233,3,rock,58,
21/06/2021,1233,3,soil,23,
21/06/2021,1233,3,organic matter,9,
21/06/2021,1233,3,Alyssum desertorum,0.5,
21/06/2021,1233,4,Lomatium dissectum,0,overhang-0.5
21/06/2021,1233,4,Bromus briziformis,0,
21/06/2021,1233,4,Oenothera caespitosa,0,
21/06/2021,1233,4,Tragopogon dubius,0,
21/06/2021,1233,4,Lactuca serriola,0,
21/06/2021,1233,4,Bromus tectorum,0,
21/06/2021,1233,4,Bromus japonicus,0,overhang-1
21/06/2021,1233,4,rock,49,
21/06/2021,1233,4,soil,42,
21/06/2021,1233,4,organic matter,9,
21/06/2021,1233,4,Alyssum desertorum,0,
22/06/2021,2311,1,Physocarpus malvaceus,0,overhang-58
22/06/2021,2311,1,Amelanchier alnifolia,0,
22/06/2021,2311,1,Cleamatis occidentalis,23,
22/06/2021,2311,1,Paxistima myrsinites,8,
22/06/2021,2311,1,Ozomelis stauropetala,2,
22/06/2021,2311,1,Arnica cordifolia,8,
22/06/2021,2311,1,Carex geyeri,7,
22/06/2021,2311,1,Poa pratensis,0,
22/06/2021,2311,1,Berberis repens,0,
22/06/2021,2311,1,Prosartes trachycarpa,4,
22/06/2021,2311,1,Maianthemum racemosum,0,
22/06/2021,2311,1,Pseudotsuga menziesii,0,overhang-100
22/06/2021,2311,1,moss,10,
22/06/2021,2311,1,organic matter,41,
22/06/2021,2311,1,lichen,0,gray leafy
22/06/2021,2311,1,poo,0,small rodent – pika
22/06/2021,2311,2,Physocarpus malvaceus,0,overhang-15
22/06/2021,2311,2,Amelanchier alnifolia,1,
22/06/2021,2311,2,Cleamtis occidentalis,27,overhang-6
22/06/2021,2311,2,Paxistima myrsinites,9,
22/06/2021,2311,2,Ozomelis stauropetala,4,
22/06/2021,2311,2,Arnica cordifolia,5,
22/06/2021,2311,2,Carex geyeri,47,
22/06/2021,2311,2,Poa pratensis,0,
22/06/2021,2311,2,Berberis repens,3,
22/06/2021,2311,2,Prosartes trachycarpa,4,
22/06/2021,2311,2,Maianthemum racemosum,12,
22/06/2021,2311,2,Pseudotsuga menziesii,0,overhang-100
22/06/2021,2311,2,moss,17,
22/06/2021,2311,2,organic matter,1,
22/06/2021,2311,2,lichen,2,gray leafy
22/06/2021,2311,2,poo,0,small rodent – pika
22/06/2021,2311,3,Physocarpus malvaceus,0,overhang-25
22/06/2021,2311,3,Amelanchier alnifolia,37,
22/06/2021,2311,3,Cleamtis occidentalis,18,
22/06/2021,2311,3,Paxistima myrsinites,21,
22/06/2021,2311,3,Ozomelis stauropetala,3,
22/06/2021,2311,3,Arnica cordifolia,0,
22/06/2021,2311,3,Carex geyeri,13,
22/06/2021,2311,3,Poa pratensis,1,
22/06/2021,2311,3,Berberis repens,0,
22/06/2021,2311,3,Prosartes trachycarpa,0,
22/06/2021,2311,3,Maianthemum racemosum,0,
22/06/2021,2311,3,Pseudotsuga menziesii,0,overhang-100
22/06/2021,2311,3,moss,51,
22/06/2021,2311,3,organic matter,5,
22/06/2021,2311,3,lichen,14,gray leafy
22/06/2021,2311,3,poo,0,small rodent – pika
22/06/2021,2311,4,Physocarpus malvaceus,0,
22/06/2021,2311,4,Amelanchier alnifolia,0,
22/06/2021,2311,4,Cleamtis occidentalis,38,
22/06/2021,2311,4,Paxistima myrsinites,13,overhang-3
22/06/2021,2311,4,Ozomelis stauropetala,11,
22/06/2021,2311,4,Arnica cordifolia,5,
22/06/2021,2311,4,Carex geyeri,5,
22/06/2021,2311,4,Poa pratensis,1,
22/06/2021,2311,4,Berberis repens,2,
22/06/2021,2311,4,Prosartes trachycarpa,0,
22/06/2021,2311,4,Maianthemum racemosum,2,
22/06/2021,2311,4,Pseudotsuga menziesii,0,overhang-100
22/06/2021,2311,4,moss,20,
22/06/2021,2311,4,organic matter,10,
22/06/2021,2311,4,lichen,1,gray leafy
22/06/2021,2311,4,poo,1,small rodent – pika
22/06/2021,2333,1,Amelanchier alnifolia,0,
22/06/2021,2333,1,Populus tremuloides,0,
22/06/2021,2333,1,Achillea millefolium,4,
22/06/2021,2333,1,Bromus carinatus,15,
22/06/2021,2333,1,Carex geyeri,13,
22/06/2021,2333,1,Lathyrus pauciflorus,6,
22/06/2021,2333,1,Nemophila breviflora,23,
22/06/2021,2333,1,poo,9,deer
22/06/2021,2333,1,soil,20,
22/06/2021,2333,1,rock,3,
22/06/2021,2333,1,Collomia linearis,4,
22/06/2021,2333,1,Leonurus cardiaca,4,
22/06/2021,2333,1,organic matter,10,
22/06/2021,2333,1,Galium aparine,0,
22/06/2021,2333,1,Tragopogon dubius,0,
22/06/2021,2333,1,Osmorhiza occidentalis,0,
22/06/2021,2333,2,Amelanchier alnifolia,0,overhang-10
22/06/2021,2333,2,Populus tremuloides,0,overhang-10
22/06/2021,2333,2,Achillea millefolium,19,
22/06/2021,2333,2,Bromus carinatus,14,
22/06/2021,2333,2,Carex geyeri,10,
22/06/2021,2333,2,Lathyrus pauciflorus,7,
22/06/2021,2333,2,Nemophila breviflora,15,
22/06/2021,2333,2,poo,0,deer
22/06/2021,2333,2,soil,17,
22/06/2021,2333,2,rock,2,
22/06/2021,2333,2,Collomia linearis,4,
22/06/2021,2333,2,Leonurus cardiaca,0,
22/06/2021,2333,2,organic matter,13,
22/06/2021,2333,2,Galium aparine,1,
22/06/2021,2333,2,Tragopogon dubius,0,
22/06/2021,2333,2,Osmorhiza occidentalis,0,
22/06/2021,2333,3,Amelanchier alnifolia,0,overhang-20
22/06/2021,2333,3,Populus tremuloides,0,
22/06/2021,2333,3,Achillea millefolium,2,
22/06/2021,2333,3,Bromus carinatus,69,
22/06/2021,2333,3,Carex geyeri,0,
22/06/2021,2333,3,Lathyrus pauciflorus,12,
22/06/2021,2333,3,Nemophila breviflora,5,
22/06/2021,2333,3,poo,3,deer
22/06/2021,2333,3,soil,0,
22/06/2021,2333,3,rock,1,
22/06/2021,2333,3,Collomia linearis,3,
22/06/2021,2333,3,Leonurus cardiaca,0,
22/06/2021,2333,3,organic matter,10,
22/06/2021,2333,3,Galium aparine,0,
22/06/2021,2333,3,Tragopogon dubius,1,
22/06/2021,2333,3,Osmorhiza occidentalis,0,
22/06/2021,2333,4,Amelanchier alnifolia,0,overhang-50
22/06/2021,2333,4,Populus tremuloides,0,overhang-29
22/06/2021,2333,4,Achillea millefolium,0,
22/06/2021,2333,4,Bromus carinatus,35,
22/06/2021,2333,4,Carex geyeri,0,
22/06/2021,2333,4,Lathyrus pauciflorus,19,
22/06/2021,2333,4,Nemophila breviflora,17,
22/06/2021,2333,4,poo,1,deer
22/06/2021,2333,4,soil,7,
22/06/2021,2333,4,rock,0,
22/06/2021,2333,4,Collomia linearis,4,
22/06/2021,2333,4,Leonurus cardiaca,0,
22/06/2021,2333,4,organic matter,10,
22/06/2021,2333,4,Galium aparine,7,
22/06/2021,2333,4,Tragopogon dubius,0,
22/06/2021,2333,4,Osmorhiza occidentalis,0,overhang-2
22/06/2021,2323,1,Acer glabrum,0,overhang-20
22/06/2021,2323,1,Maianthemum racemosum,14,
22/06/2021,2323,1,Leucopoa kingii,4,
22/06/2021,2323,1,Taraxacum officinale,9,
22/06/2021,2323,1,Fragaria vesca,0,
22/06/2021,2323,1,Pseudostellaria jamesiana,0.5,
22/06/2021,2323,1,Clematis columbiana,2,
22/06/2021,2323,1,Achillea millefolium,3,
22/06/2021,2323,1,Ozomelis stauropetala,3,
22/06/2021,2323,1,Sedum debile,3,
22/06/2021,2323,1,Antennaria microphylla,0,
22/06/2021,2323,1,Mertensia oblongifolia,2,
22/06/2021,2323,1,Arnica cordifolia,0,
22/06/2021,2323,1,Berberis repens,0,
22/06/2021,2323,1,Packera streptanthifolia,0,
22/06/2021,2323,1,soil,58,
22/06/2021,2323,1,rock,13,
22/06/2021,2323,1,organic matter,1,
22/06/2021,2323,1,Tragopogon dubius,0,
22/06/2021,2323,1,moss,0,
22/06/2021,2323,1,Poa sp.,0,
22/06/2021,2323,2,Acer glabrum,0,overhang-40
22/06/2021,2323,2,Maianthemum racemosum,18,
22/06/2021,2323,2,Leucopoa kingii,4,
22/06/2021,2323,2,Taraxacum officinale,10,
22/06/2021,2323,2,Fragaria vesca,0,
22/06/2021,2323,2,Pseudostellaria jamesiana,3,
22/06/2021,2323,2,Clematis columbiana,7,
22/06/2021,2323,2,Achillea millefolium,1,
22/06/2021,2323,2,Ozomelis stauropetala,2,
22/06/2021,2323,2,Sedum debile,7,
22/06/2021,2323,2,Antennaria microphylla,0,
22/06/2021,2323,2,Mertensia oblongifolia,5,
22/06/2021,2323,2,Arnica cordifolia,4,
22/06/2021,2323,2,Berberis repens,7,
22/06/2021,2323,2,Packera streptanthifolia,3,
22/06/2021,2323,2,soil,8,
22/06/2021,2323,2,rock,3,
22/06/2021,2323,2,organic matter,4,
22/06/2021,2323,2,Tragopogon dubius,1,
22/06/2021,2323,2,moss,7,
22/06/2021,2323,2,Poa sp.,3,
22/06/2021,2323,3,Acer glabrum,0,overhang-4
22/06/2021,2323,3,Maianthemum racemosum,6,
22/06/2021,2323,3,Leucopoa kingii,13,
22/06/2021,2323,3,Taraxacum officinale,3,
22/06/2021,2323,3,Fragaria vesca,1,
22/06/2021,2323,3,Pseudostellaria jamesiana,2,
22/06/2021,2323,3,Clematis columbiana,0,
22/06/2021,2323,3,Achillea millefolium,2,
22/06/2021,2323,3,Ozomelis stauropetala,0,
22/06/2021,2323,3,Sedum debile,7,
22/06/2021,2323,3,Antennaria microphylla,0,
22/06/2021,2323,3,Mertensia oblongifolia,0.5,
22/06/2021,2323,3,Arnica cordifolia,0,
22/06/2021,2323,3,Berberis repens,0,
22/06/2021,2323,3,Packera streptanthifolia,3,
22/06/2021,2323,3,soil,44,
22/06/2021,2323,3,rock,19,
22/06/2021,2323,3,organic matter,2,
22/06/2021,2323,3,Tragopogon dubius,0,
22/06/2021,2323,3,moss,4,
22/06/2021,2323,3,Poa sp.,0,
22/06/2021,2323,4,Acer glabrum,0,overhang-3
