"","species","Height"
"1","Vicia faba","0.6427"
"2","Triticum aestivum","1.05454545454545"
"3","Geranium lucidum","0.203125"
"4","Arrhenatherum elatius","1.04941666666667"
"5","Phleum pratense","0.312243243243243"
"6","Dactylis glomerata","0.27101383"
"7","Centaurea nigra","0.46875"
"8","Rubus fruticosus","1.82875"
"9","Vicia tetrasperma","0.384375"
"10","Lotus corniculatus","0.165488888888889"
"11","Agrostis capillaris","0.281833333333333"
"12","Trisetum flavescens","0.492666666666667"
"13","Cirsium dissectum","0.45"
"14","Cynosurus cristatus","0.433525272727273"
"15","Picris echioides","0.425"
"16","Chenopodium album","1.41235294117647"
"17","Fallopia convolvulus","0.695833333333333"
"18","Brachypodium sylvaticum","0.84375"
"19","Glechoma hederacea","0.2425"
"20","Urtica dioica","0.480761904761905"
"21","Poa trivialis","0.3117125"
"22","Senecio sylvaticus","0.663142857142857"
"23","Aethusa cynapium","0.490625"
"24","Bromus hordeaceus","0.136945598425197"
"25","Succisa pratensis","0.126055555555556"
"26","Daucus carota","0.450307692307692"
"27","Trifolium repens","0.131202595238095"
"28","Agrostis stolonifera","0.27823525"
"29","Trifolium dubium","0.491946225806452"
"30","Veronica chamaedrys","0.2471875"
"31","Lamium album","0.313090909090909"
"32","Mercurialis perennis","0.244444444444444"
"33","Rumex sanguineus","0.745"
"34","Chaerophyllum temulum","0.515625"
"35","Ranunculus repens","0.253909090909091"
"36","Deschampsia cespitosa","0.223133333333333"
"37","Hordeum vulgare","0.655354444444444"
"38","Tripleurospermum inodorum","0.6"
"39","Prunella vulgaris","0.157670307692308"
"40","Senecio jacobaea","0.686793103448276"
"41","Carex flacca","0.271527777777778"
"42","Acer campestre","13.1394736842105"
"43","Cirsium arvense","0.780030272727273"
"44","Senecio vulgaris","0.422068965517241"
"45","Viola arvensis","0.196875"
"46","Lolium perenne","0.215441571428571"
"47","Rumex obtusifolius","0.606916666666667"
"48","Galium aparine","0.724702416666667"
"49","Holcus lanatus","0.319950142857143"
"50","Quercus robur","17.30856"
"51","Carpinus betulus","10.5819047619048"
"52","Geum urbanum","0.352272727272727"
"53","Festuca pratensis","0.46075"
"54","Convolvulus arvensis","0.207454545454545"
"55","Lotus glaber","0.227418918918919"
"56","Taraxacum officinale","0.2625"
"57","Phleum bertolonii","0.242666666666667"
"58","Cerastium fontanum","0.355158512820513"
"59","Geranium dissectum","0.276666666666667"
"60","Rumex crispus","0.616544833333333"
"61","Myosotis laxa","0.205416666666667"
"62","Picea abies","4.13277967857459"
"63","Prunus padus","8.14285714285714"
"64","Crataegus monogyna","6.40343177777778"
"65","Rumex conglomeratus","0.725"
"66","Epilobium montanum","0.394444444444444"
"67","Malus sylvestris","6.26676666666667"
"68","Epilobium parviflorum","0.466666666666667"
"69","Cirsium vulgare","0.895469428571429"
"70","Lolium multiflorum","0.39375"
"71","Anthriscus sylvestris","0.833333333333333"
"72","Bromopsis ramosa","0.322189894555209"
"73","Anisantha sterilis","0.322189894555209"
"74","Poa pratensis","0.345505428571429"
"75","Salix aurita","1.61454545454545"
"76","Pulicaria dysenterica","0.45"
"77","Leucanthemum vulgare","0.34590625"
"78","Torilis japonica","0.575"
"79","Elymus repens","0.65500725"
"80","Poa annua","0.165017714285714"
"81","Lolium giganteum","0.271818183673469"
"82","Prunus spinosa","2.308"
"83","Geranium rotundifolium","0.184375"
"84","Atriplex patula","0.946428571428571"
"85","Matricaria chamomilla","0.235"
"86","Primula veris","0.155555555555556"
"87","Matricaria discoidea","0.175"
"88","Sonchus arvensis","1.165"
"89","Epilobium angustifolium","0.678545454545455"
"90","Heracleum mantegazzianum","3.7"
"91","Epilobium ciliatum","0.855"
"92","Senecio aureus","0.8"
"93","Alopecurus pratensis","0.349456392857143"
"94","Hordeum murinum","0.21810101010101"
"95","Deschampsia flexuosa","0.109583333333333"
"96","Rumex acetosa","0.135473684210526"
"97","Brassica napus","0.955"
"98","Helminthotheca echioides","0.431684009410609"
"99","Capsella bursa-pastoris","0.167777777777778"
"100","Juncus effusus","0.796701285714286"
"101","Vicia sativa","0.696686666666667"
"102","Phragmites australis","2.1386"
"103","Crepis capillaris","0.174422222222222"
"104","Fraxinus excelsior","19.955"
"105","Stellaria media","0.204737769230769"
"106","Crepis vesicaria","0.253166666666667"
"107","Festuca myuros","0.277351265822785"
"108","Plantago major","0.253048407411111"
"109","Polygonum aviculare","0.7525"
"110","Fagus sylvatica","23.9347058823529"
"111","Myosotis secunda","0.32"
"112","Sonchus asper","0.70125"
"113","Poa nemoralis","0.625"
"114","Hedera helix","12.57559525"
"115","Geranium columbinum","0.2875"
"116","Lonicera periclymenum","4.0625"
"117","Geranium robertianum","0.27012125"
"118","Potentilla sterilis","0.0761111111111111"
"119","Angelica sylvestris","0.972222222222222"
"120","Pteridium aquilinum","1.13571428571429"
"121","Corylus avellana","4.14457575757576"
"122","Calluna vulgaris","0.779285714285714"
"123","Ilex aquifolium","11.7487684827586"
"124","Sorbus aucuparia","8.70430268589744"
"125","Geranium pusillum","0.1818"
"126","Hypochaeris radicata","0.3262"
"127","Stellaria graminea","0.2949"
"128","Calystegia sepium","1.48181818181818"
"129","Cardamine pratensis","0.327857142857143"
"130","Galium palustre","0.455357142857143"
"131","Lycopus europaeus","0.6"
"132","Lathyrus nissolia","0.366666666666667"
"133","Rosa arvensis","1.0625"
"134","Salix caprea","7.43835"
"135","Juncus inflexus","0.3388"
"136","Lotus pedunculatus","0.341666666666667"
"137","Hordeum secalinum","0.325"
"138","Potentilla reptans","0.365625"
"139","Ranunculus acris","0.278068181818182"
"140","Mentha arvensis","0.305555555555556"
"141","Salix fragilis","13.3501846153846"
"142","Mentha aquatica","0.466666666666667"
"143","Oenanthe crocata","0.8"
"144","Veronica arvensis","0.123"
"145","Epilobium tetragonum","0.465625"
"146","Sherardia arvensis","0.14375"
"147","Carex sylvatica","0.425"
"148","Circaea lutetiana","0.3775"
"149","Parentucellia viscosa","0.22"
"150","Crepis paludosa","0.45"
"151","Viola riviniana","0.155"
"152","Hypericum perforatum","0.472923076923077"
"153","Rubus ulmifolius","1.25"
"154","Impatiens noli-tangere","0.44375"
"155","Veronica serpyllifolia","0.163888888888889"
"156","Epilobium palustre","0.325"
"157","Carex remota","0.45"
"158","Juncus conglomeratus","0.731428571428571"
"159","Plantago lanceolata","0.2055435"
"160","Vulpia bromoides","0.251"
"161","Rosa canina","1.64"
"162","Cardamine hirsuta","0.1595"
"163","Festuca rubra","0.17227027027027"
"164","Odontites vernus","0.275"
"165","Senecio erucifolius","0.675"
"166","Leontodon hispidus","0.0632303921558824"
"167","Cerastium arvense","0.470085714285714"
"168","Agrimonia eupatoria","0.313560606060909"
"169","Ervum tetraspermum","10.4321402340772"
"170","Rosa dumalis","1.88"
"171","Hyacinthoides non-scripta","0.2175"
"172","Acer pseudoplatanus","16.100989010989"
"173","Fumaria officinalis","0.52"
"174","Lathyrus pratensis","0.548636363636364"
"175","Chamaenerion angustifolium","0.587014218009479"
"176","Atropa belladonna","1"
"177","Quercus petraea","36.3909090909091"
"178","Vinca major","0.293333333333333"
"179","Primula vulgaris","0.115"
"180","Cardamine flexuosa","0.25"
"181","Persicaria hydropiper","0.6"
"182","Arum maculatum","0.259166666666667"
"183","Centaurea scabiosa","0.396850838709677"
"184","Carex canescens","0.325"
"185","Vicia sepium","0.516666666666667"
"186","Alliaria petiolata","0.561111111111111"
"187","Lapsana communis","0.507472571428571"
"188","Salix cinerea","2.275"
"189","Stellaria holostea","0.283333333333333"
"190","Prunus avium","14.5529384883721"
"191","Iris pseudacorus","0.75"
"192","Equisetum fluviatile","1"
"193","Myosotis scorpioides","0.311666666666667"
"194","Hypericum tetrapterum","0.390625"
"195","Schedonorus giganteus","0.322189894555209"
"196","Asperula cynanchica","0.2625"
"197","Potentilla anserina","0.157222222222222"
"198","Avenella flexuosa","0.322189894555209"
"199","Myosotis arvensis","0.229204545454545"
"200","Betula pendula","13.5256842105263"
"201","Anthoxanthum odoratum","0.2286494375"
"202","Scorzoneroides autumnalis","0.1"
"203","Geranium molle","0.219"
"204","Jacobaea vulgaris","0.925"
"205","Bromus ramosus","1.4"
"206","Hyacinthoides x massartiana","0.2175"
"207","Achillea millefolium","0.121964990991892"
"208","Rumex acetosella","0.1329141875"
"209","Lathyrus latifolius","2"
"210","Myosotis sylvatica","0.225"
"211","Holcus mollis","0.31875"
"212","Betula pubescens","11.1411231343284"
"213","Alnus glutinosa","11.6695759036145"
"214","Impatiens glandulifera","1.44444444444444"
"215","Dryopteris filix-mas","0.75"
"216","Taxus baccata","14.7675"
"217","Luzula campestris","0.18958333333375"
"218","Carex muricata","0.2435416666625"
"219","Rubus pruinosus","0.4"
"220","Pilosella officinarum","0.0206428571428571"
"221","Digitalis purpurea","0.8573469"
"222","Linum tenuifolium","0.3"
"223","Veronica officinalis","0.138424571428571"
"224","Carex riparia","1.05"
"225","Carex hirta","0.45"
"226","Equisetum arvense","0.2714516"
"227","Erigeron canadensis","0.341810810810811"
"228","Populus tremuloides","15.9142431386277"
"229","Juncus tenuis","0.448125"
"230","Acer rubrum","14.8739035268994"
"231","Athyrium filix-femina","0.65"
"232","Lonicera caerulea","1.17"
"233","Poa Annua","0.348385297297297"
"234","Prunus cerasus","9.05588571428571"
"235","Lysimachia nummularia","0.42"
"236","Ranunculus sardous","0.175"
"237","Festuca arundinacea","0.95"
"238","Sanguisorba minor","0.218181818181818"
"239","Vicia parviflora","0.620788441314554"
"240","Luzula Campestris","0.231510416666719"
"241","Veronica agrestis","0.24"
"242","Impatiens parviflora","0.478125"
"243","Hydrocotyle sibthorpioides","0.146875"
"244","Acer tataricum","15.5841421012419"
"245","Festuca gigantea","1.10625"
"246","Myosotis discolor","0.240833333333333"
"247","Impatiens capensis","0.32"
"248","Crataegus marshallii","9.144"
"249","Stellaria alsine","0.1"
"250","Hieracium pilosella","0.1425"
"251","Asparagus aculeatus","1.05"
"252","Pinus brutia","14.9187790266075"
"253","Puccinellia distans","0.2"
"254","Festuca heterophylla","0.275"
"255","Quercus pubescens","11.5"
"256","Ruscus aculeatus","2.59034899335342"
"257","Trifolium arvense","0.18"
"258","Trifolium campestre","0.275"
"259","Cynosurus echinatus","0.3875"
"260","Lagurus ovatus","0.322189894555209"
"261","Ulmus minor","28.3"
"262","Avena barbata","0.333333333333333"
"263","Briza media","0.0912058823529412"
"264","Oxalis corniculata","0.155555555555556"
"265","Artemisia vulgaris","1.35"
"266","Smilax aspera","0.0122004357298475"
"267","Sorghum halepense","1.5"
"268","Setaria glauca","0.510079310344828"
"269","Symphyotrichum subulatum","1.0890625"
"270","Conyza canadensis","0.6059"
"271","Trifolium pratense","0.317818181818182"
"272","Equisetum telmateia","1.3125"
"273","Digitaria sanguinalis","0.19"
"274","Fragaria viridis","0.0664285714285714"
"275","Solanum nigrum","0.6"
"276","Bejaria racemosa","11.4168034244467"
"277","Lyonia lucida","2"
"278","Smilax auriculata","0.0122004357298475"
"279","Lyonia fruticosa","10.2170666666667"
"280","Quercus myrtifolia","4"
"281","Serenoa repens","6.2484"
"282","Quercus inopina","15.5787439065769"
"283","Selaginella arenicola","0.0625"
"284","Geobalanus oblongifolius","9.42010848952591"
"285","Aristida gyrans","0.334881818181818"
"286","Polygonum polygamum","0.430738636363636"
"287","Ceratiola ericoides","11.4168034244467"
"288","Rhynchospora megalocarpa","0.495"
"289","Quercus chapmanii","9.908"
"290","Quercus geminata","13.274"
"291","Gaylussacia dumosa","1.5"
"292","Vaccinium myrsinites","0.848404255319149"
"293","Palafoxia feayi","0.431684009410609"
"294","Ilex glabra","7.31808484586505"
"295","Vaccinium darrowii","0.848404255319149"
"296","Seymeria pectinata","0.254172549019608"
"297","Trichostema suffrutescens","0.3905"
"298","Xyris elliottii","NA"
"299","Eupatorium leptophyllum","1.08044444444444"
"300","Syngonanthus flavidulus","NA"
"301","Amphicarpum muehlenbergianum","0.322189894555209"
"302","Dichanthelium portoricense","0.572727272727273"
"303","Andropogon virginicus","1.5"
"304","Drosera capillaris","0.0683333333333333"
"305","Fuirena scirpoidea","0.407993327930794"
"306","Lachnanthes caroliana","NA"
"307","Rhynchospora fascicularis","0.495"
"308","Sabal etonia","9.06319969040248"
"309","Paepalanthus beyrichianus","NA"
"310","Balduina angustifolia","0.431684009410609"
"311","Commelina erecta","0.4"
"312","Quercus minima","6.78209518413598"
"313","Lechea deckertii","0.35"
"314","Cnidoscolus stimulosus","7"
"315","Paronychia chartacea","0.255658680161943"
"316","Hypericum tenuifolium","0.371330188679245"
"317","Aristida stricta","0.334881818181818"
"318","Morella pumila","3.7338"
"319","Polygonum nesomii","0.430738636363636"
"320","Hypericum myrtifolium","0.371330188679245"
"321","Tillandsia recurvata","NA"
"322","Anatherum capillipes","NA"
"323","Polygonum basiramium","0.430738636363636"
"324","Crocanthemum nashii","0.157785714285714"
"325","Opuntia austrina","2.2336"
"326","Coleataenia abscissa","0.322189894555209"
"327","Andropogon brachystachyus","1.5"
"328","Schizachyrium stoloniferum","1.5"
"329","Dichanthelium chamaelonche","0.572727272727273"
"330","Rhynchospora fernaldii","0.495"
"331","Stipulicida setacea","0.255658680161943"
"332","Hypericum edisonianum","0.371330188679245"
"333","Abies alba","18.1337765957447"
"334","Maianthemum bifolium","0.125"
"335","Solidago virgaurea","0.5625"
"336","Hieracium murorum","0.135"
"337","Melampyrum pratense","0.26"
"338","Vaccinium myrtillus","0.31765625"
"339","Oxalis acetosella","0.0925"
"340","Campanula rapunculoides","0.192841011493103"
"341","Rubus idaeus","1.36363636363636"
"342","Petasites albus","0.425"
"343","Aegopodium podagraria","0.578125"
"344","Viola reichenbachiana","0.12"
"345","Fragaria vesca","0.167083333333333"
"346","Calamagrostis epigejos","1"
"347","Campanula patula","0.284375"
"348","Carex brizoides","0.5"
"349","Milium effusum","0.76875"
"350","Lactuca serriola","0.500336795454545"
"351","Tussilago farfara","0.16375"
"352","Luzula luzuloides","0.5"
"353","poo","NA"
"354","Poa bulbosa","0.2325"
"355","moss","NA"
"356","rock","NA"
"357","Bromus briziformis","0.375827830897704"
"358","Crepis acuminata","0.222390243902439"
"359","Bromus tectorum","0.267559"
"360","Bromus inermis","0.775476119402985"
"361","Symphoricarpos oreophilus","1.52050092857143"
"362","Agastache urticifolia","1.5"
"363","Artemisia tridentata","4.572"
"364","Helianthella uniflora","0.259"
"365","Prunus virginiana","9.92692114285714"
"366","Lathyrus pauciflorus","0.623764912280702"
"367","pointy","NA"
"368","Poa secunda","0.8875"
"369","soil","NA"
"370","Verbascum thapsus","0.84375"
"371","Eriogonum heracleoides","4.3400395915493"
"372","Rudbeckia occidentalis","0.93175"
"373","Berberis repens","1.96764705882353"
"374","grass (dead)","NA"
"375","Galium boreale","0.33125"
"376","Osmorhiza berteroi","0.9"
"377","stone","NA"
"378","Lupinus sericeus","0.692743421052632"
"379","Balsamorhiza sagittata","0.431684009410609"
"380","Balsamorhiza macrophylla","0.431684009410609"
"381","Eriogonum umbellatum","4.3400395915493"
"382","Wyethia amplexicaulis","0.431684009410609"
"383","Tragopogon dubius","0.425"
"384","finger","NA"
"385","Comandra umbellata","0.4"
"386","raceme","NA"
"387","Acer grandidentatum (dead leaves)","15.5841421012419"
"388","opposite heart","NA"
"389","Alyssum desertorum","0.233775"
"390","heat singed","NA"
"391","Artemisia tridentata (dead bark)","0.882935483870968"
"392","Oryzopsis hymenoides","0.4"
"393","Bromus marginatus","0.375827830897704"
"394","rough leaf","NA"
"395","mustard","NA"
"396","variegated","NA"
"397","yellow head","NA"
"398","Physocarpus malvaceus","2.825"
"399","Vicia americana","0.376269"
"400","Mertensia arizonica","0.6"
"401","variagated","NA"
"402","Thalictrum fendleri","0.207"
"403","new sticky","NA"
"404","spines","NA"
"405","perennial","NA"
"406","Maianthemum racemosum","1"
"407","Sedum debile","0.112443181818182"
"408","heat shock","NA"
"409","Arnica cordifolia","0.275"
"410","Fragaria virginiana","0.15"
"411","Collinsia parviflora","0.4"
"412","fungus","NA"
"413","asparagus","NA"
"414","Cystopteris fragilis","0.29423075"
"415","Leymus cinereus","0.7938"
"416","Rosa woodsii","1.45597315436242"
"417","clover","NA"
"418","rosette","NA"
"419","Arctium minus","1.12"
"420","odd","NA"
"421","dead sage bark","NA"
"422","dandylion-esque leaf","NA"
"423","tiny thing","NA"
"424","Epilobium adenocaulon","0.463270676691729"
"425","Claytonia perfoliata","0.157963"
"426","dead sage root","NA"
"427","Pseudostellaria jamesiana","0.255658680161943"
"428","Chrysothamnus viscidiflorus","0.431684009410609"
"429","dead grass","NA"
"430","emerged leaf","NA"
"431","Maianthemum stellatum","0.324166666666667"
"432","Geranium viscosissimum","0.295733145695364"
"433","Isatis tinctoria","0.66875"
"434","Lithospermum ruderale","0.494736842105263"
"435","Erodium cicutarium","0.43928575"
"436","tiny white","NA"
"437","Cirsium pulcherrimum","0.751348945355738"
"438","Lomatium dissectum","0.5705"
"439","Oenothera caespitosa","0.720945945945946"
"440","Astragalus alpinus","0.1236"
"441","Agoseris heterophylla","0.13"
"442","Collomia linearis","0.4"
"443","burnt annual","NA"
"444","Koeleria macrantha","0.0978"
"445","Bromus catharticus","0.375827830897704"
"446","sprout rosette","NA"
"447","dead branch","NA"
"448","Elymus glaucus","1.8"
"449","Bromus carinatus","1.3"
"450","Trisetum canescens","0.3256"
"451","Amelanchier alnifolia","11.4008"
"452","Paxistima myrsinites","1"
"453","pine needles","NA"
"454","twigs / broken trunk","NA"
"455","Clematis occidentalis","7.57884615384615"
"456","Prosartes trachycarpa","0.362096153846154"
"457","twigs","NA"
"458","Lithophragma parviflorum","0.120839160839161"
"459","Nemophila breviflora","0.3"
"460","organic matter","NA"
"461","Elymus trachycaulus","1.2"
"462","browsed yellow","NA"
"463","Sisymbrium altissimum","0.658076923076923"
"464","Elymus lanceolatus","0.815002761904762"
"465","Lomatium grayi","0.5705"
"466","Allium acuminatum","0.3"
"467","Bromus japonicus","0.314285714285714"
"468","Juniperus osteosperma (stick)","6.12302516025735"
"469","tiny plant","NA"
"470","Pseudotsuga menziesii","19.9077688701956"
"471","Acer grandidentatum","5.43319205825027"
"472","Pseudotsuga menziesii (leaves)","19.9091131260108"
"473","Hydrophyllum capitatum","0.56375"
"474","delicate vine","NA"
"475","Agoseris parviflora","0.415"
"476","Verbascum thapsus (stalks)","0.847413793103448"
"477","Artemisia ludoviciana","0.882935483870968"
"478","sticks","NA"
"479","Penstemon humilis","1.5"
"480","Hackelia patens","0.288038888888889"
"481","Pseudotsuga menziesii (cones)","19.9091131260108"
"482","Betula occidentalis","10.3661106704189"
"483","Salix exigua","10.9728"
"484","Cornus sericea","3.4"
"485","Geum macrophyllum","1"
"486","Dracocephalum parviflorum","0.4"
"487","Cynoglossum officinale","0.497222222222222"
"488","Humulus lupulus","5"
"489","Mertensia oblongifolia","0.6"
"490","Epilobium brachycarpum","0.463270676691729"
"491","Linaria genistifolia","1.2"
"492","Artemisia tridentata (dead)","0.882935483870968"
"493","Melilotus officinalis","0.796153846153846"
"494","Acer grandidentatum (leaves)","15.5841421012419"
"495","Purshia tridentata","12.9801700052717"
"496","Purshia tridentata (stick)","12.9182581497274"
"497","Senecio integerrimus","0.471658059782609"
"498","Viola purpurea","0.176635658914729"
"499","Linum lewisii","0.329444444444444"
"500","Melica bulbosa","0.3061"
"501","burrow","NA"
"502","lichen","NA"
"503","Ozomelis stauropetala","0.120839160839161"
"504","Eucephalus elegans","0.431684009410609"
"505","Astragalus convallarius","0.276076923076923"
"506","Penstemon cyananthus","1.5"
"507","Petradoria pumila","0.431684009410609"
"508","Calochortus nuttallii","0.362096153846154"
"509","Castilleja linariifolia","0.397"
"510","Elymus smithii","0.815002761904762"
"511","Arenaria serpyllifolia","0.164715875"
"512","Symphyotrichum ascendens","1.0890625"
"513","Cercocarpus ledifolius (leaves)","4.11113149860497"
"514","Carex geyeri","0.319576172207928"
"515","Osmorhiza occidentalis","0.9"
"516","Delphinium occidentale","0.905"
"517","Apocynum androsaemifolium","1.5"
"518","browsed stalks","NA"
"519","Astragalus cibarius","0.276076923076923"
"520","Leucopoa kingii","0.322189894555209"
"521","log","NA"
"522","Antennaria microphylla","0.0672285714285714"
"523","Physocarpus malvaceus (dead leaves)","2.825"
"524","Pseudotsuga menziesii (needles)","19.9091131260108"
"525","Acer glabrum","6.20039376037172"
"526","Clematis columbiana","7.57884615384615"
"527","Packera streptanthifolia","0.03"
"528","Juniperus osteosperma","3.83217673467787"
"529","Rubus parviflorus","1.892647"
"530","Shepherdia canadensis","2"
"531","Eucephalus engelmannii","0.431684009410609"
"532","Senecio serra","0.471658059782609"
"533","Boechera divaricarpa","0.333491568609023"
"534","Penstemon compactus","1.5"
"535","Linaria dalmatica","0.3577"
"536","Arabis nuttallii","0.332928566666667"
"537","Lomatium ambiguum","0.5705"
"538","Agoseris grandiflora","0.7"
"539","Phacelia linearis","0.601428571428571"
"540","Erysimum capitatum","0.30625"
"541","Viola nuttallii","0.121"
"542","Triteleia grandiflora","0.7"
"543","Delphinium nuttallianum","0.49"
"544","Sambucus cerulea","13.716"
"545","Mitella stauropetala","0.120839160839161"
"546","Epilobium angustifolium ","0.463270676691729"
"547","Agoseris glauca","0.415"
"548","Festuca kingii","0.277351265822785"
"549","Trifolium hybridum","0.38"
"550","Dieteria canescens","0.431684009410609"
"551","Perideridia montana","1.2"
"552","Potentilla gracilis","0.232255456066946"
"553","Camassia quamash","0.7"
"554","Erythronium grandiflorum","0.25"
"555","alternate leaved plant","NA"
"556","Agropyron cristatum","0.517"
"557","Ericameria nauseosa","0.431684009410609"
"558","Heliomeris multiflora","0.431684009410609"
"559","Castilleja applegatei","0.397"
"560","Madia glomerata","0.431684009410609"
"561","Orthocarpus holmgreniorum","0.254172549019608"
"562","Stipa lettermanii","0.56075"
"563","Juncus confusus","0.309552103658537"
"564","Erigeron cronquistii","0.341810810810811"
"565","Microseris nutans","0.14"
"566","Juniperus scopulorum","4.40279198293307"
"567","Cercocarpus ledifolius","4.10986084898272"
"568","Pinus flexilis","9.20372229675466"
"569","Lonicera utahensis ","2.41713725490196"
"570","Goodyera oblongifolia","0.4"
"571","Sedum rhodanthum","0.112443181818182"
"572","Chaenactis douglasii","0.431684009410609"
"573","Valeriana occidentalis","0.489023255813954"
"574","Nemophila parviflora","0.3"
"575","Festuca idahoensis","0.277351265822785"
"576","Agoseris aurantiaca","0.415"
"577","Ipomopsis aggregata","0.4590625"
"578","Eriogonum caespitosum","4.3400395915493"
"579","Carex praegracilis","0.319576172207928"
"580","Viola adunca","0.176635658914729"
"581","thick stalk","NA"
"582","dried star plant","NA"
"583","animal hair","NA"
"584","Artemisia tridentata (dead trunk)","0.882935483870968"
"585","Verbascum thapsus (dead stalks)","0.847413793103448"
"586","fuzzy little rosette","NA"
"587","teeny tiny plant","NA"
"588","Lomatium bicolor","0.5705"
"589","Aster engelmannii","0.648125"
"590","Achnatherum hymenoides","0.801"
"591","logs","NA"
"592","basal rosette of leaves","NA"
"593","Ribes montigenum","1.41896090140845"
"594","Lithophragma parviflora","0.120839160839161"
"595","Hackelia floribunda","0.288038888888889"
"596","Cleamatis occidentalis","NA"
"597","Cleamtis occidentalis","NA"
"598","Leonurus cardiaca","0.7375"
"599","Humulus lulupus","5"
